8034,193255536
10523,331566488
9754,285381488
12800,489177796
7243,157412924
5277,83259020
13105,516730124
8201,201038160
6178,114156332
5403,87669488
7358,162475280
6752,136703796
11502,397721764
9046,245424080
9630,277421472
6015,108339060
10085,305334152
8511,216950608
10437,325884628
8766,230217220
7698,176903028
6003,107760808
12457,464738776
12222,447234300
12247,448304376
11925,424693924
11948,428185452
5255,82589096
14188,604063264
10375,322002048
12446,465831136
6130,112063724
6205,115056076
13190,522351072
12239,448125464
11743,413449520
9431,266848500
12617,477063016
6721,135364376
5067,76608804
7648,175889232
10055,301860644
5112,78325176
7604,172102060
6419,123333872
7927,188222924
11072,366192428
7778,181089312
8072,195556344
10545,334019052
5743,98592640
6780,137180028
12144,443592404
12326,454838296
12647,479670292
13822,572198124
11188,374778696
7165,154465764
13957,585322016
8881,236131232
10218,311693404
10179,310768024
11107,369894748
7733,179032764
7546,169790896
10405,325496872
13124,514294764
11219,377280080
9676,281409180
12540,471440160
7109,151968532
13466,542397576
5619,94673944
9825,289608800
9069,246954720
14155,601960996
5907,104112480
10385,323480100
8729,228434452
12890,499854252
11310,383347044
9371,263187564
9774,286355016
12769,488178672
13084,511561976
10177,309834796
8473,214990168
13126,516603020
6409,122219420
5962,106734144
6067,110292300
13895,577481488
14709,645891048
6140,113477864
14982,672136748
14180,601256580
5225,81750512
10339,319374820
6505,126629212
7003,147479636
7770,181363448
13003,506619288
14478,627058240
12547,470784988
8095,196407872
12019,430802960
9420,265315492
14006,587209904
12300,453499300
6472,125373044
8513,217048656
11353,386811596
10568,335780380
11171,374526372
12008,433115512
11824,419478364
8733,228708152
8084,195561944
9755,284764868
10425,326159884
11017,363878040
10267,315976648
7009,147137844
12876,496877044
14990,673018316
11196,374988748
7623,174663864
8997,242967556
11906,424924992
8283,204933536
12881,496387140
14505,630396424
9539,272209552
13198,520751112
6875,141746976
13891,578962192
10709,343263428
9504,271934232
11828,418514852
14626,638011052
11998,431505180
6575,129072720
6136,113093612
11964,428939072
6755,136539860
8329,207715564
11971,429102824
12392,460362476
7312,160029604
14784,654223600
14252,609242960
13909,579375620
7881,187325604
10346,321475428
8693,227203804
5585,93595048
6100,111713076
14983,673033424
14663,639224056
8339,208865968
13656,559613948
11085,366669464
14987,673098760
5953,105923924
12483,465058296
13453,542313128
10142,309234128
12043,435281908
14538,633747124
7784,181592144
12760,487026100
12716,484381816
13771,567628540
13768,567723888
6254,116804000
12731,485626156
9596,276481964
13072,513135044
12132,440200944
7830,183532724
12550,471616640
7615,173437032
12593,475647984
12814,492055956
11623,405275488
11455,393131504
6507,126786240
5015,75844332
10962,359004564
11608,403978320
8990,242748976
8847,235356328
5216,81625364
11504,395415456
9983,298647004
12442,461589472
10620,338894184
14103,594538156
9201,253289232
9924,295645488
