13810,142450230
7181,38416496
10476,82070038
5673,24302845
7106,38022437
8144,49319306
6960,35875297
5792,25010009
13687,139669053
10161,77596930
11235,95206603
12667,121441455
14224,152102898
12844,125136489
14096,149766137
11970,108105961
8291,52323686
5907,26111908
10130,76469033
6943,36241893
8990,60717725
7176,38857822
9968,74422355
5296,21154773
13447,134290212
14089,149885190
7797,46225822
10167,78084076
10933,89805027
12586,119170860
10312,79836309
14261,152334710
5057,19291067
11770,103016970
5302,21030096
14350,152683560
13706,141612773
8616,56132092
13458,135903997
6378,30467041
10899,88320160
13829,143151557
12793,121868085
6526,31999017
12331,113813232
9463,65903775
10166,77166644
11166,94033405
10518,82791874
6380,30527060
12746,121847006
12879,126191758
11147,93894950
10731,85884841
8448,53428189
7540,42547896
9174,64362352
13700,142426214
8755,57344031
5368,21810258
7316,39715523
7377,40560157
11270,95221313
11653,102038457
12014,107924786
9307,64961949
10769,87235316
14345,154168565
13130,128383148
13031,128004317
6875,35580719
6969,36431536
5698,24249906
10265,79149926
6117,28222120
13986,147176020
6964,36540126
14323,152540160
5118,19444300
5390,21789974
5171,19873322
12450,115715848
8144,48939275
5387,21838184
8882,59048537
5549,22903304
11479,98947323
7344,39761134
7231,39897288
10212,77955241
9049,61522668
11818,105136959
6648,33264706
9068,62404274
6492,32284789
5486,22554497
5447,22233353
10243,78837846
10234,77144232
10687,85428477
9446,66665678
10482,82608565
6590,32995589
5760,24790441
6516,31502446
13192,130869894
12957,125089711
11664,101828512
5917,26139435
6408,30951439
7587,43877794
12113,110446112
10325,79328549
14566,157924617
14792,164896058
7786,45572196
7618,43267449
6552,32671783
12371,114160835
5166,19717813
7836,46652287
5109,19534264
7999,49006869
8079,48610774
14446,159093081
5141,19810751
7688,44961410
8425,53549403
12245,112115882
7713,44341384
7995,47915491
10256,78591131
9567,68347417
6407,30754955
7840,45703926
5413,21985386
7369,41019723
6394,31277475
13940,144704390
14562,159009181
11766,103892776
12263,113187323
10893,89292340
6735,33763849
13278,131604592
10090,75749919
12077,108628442
8722,57328167
13562,138087356
12191,112909115
10044,75717115
14360,155819495
7278,39505552
8479,53902896
14391,154977742
13438,135893994
7645,43992291
7916,47060936
5120,19862507
14649,159727471
8302,51340341
9480,67519033
13830,142924894
9771,71251789
6562,32084331
9706,70559475
8821,58909881
6174,29005972
12378,115300018
13253,131155076
14632,159868257
14679,161635996
7203,39107851
13892,144632591
8755,57211974
13276,133045812
10014,75443083
14895,165131929
11726,102839330
9829,72010812
14018,148001996
11529,100105861
14215,151325832
13283,131417654
11393,96523469
14868,165703090
5269,21070344
14165,150677525
6206,28709597
11383,97660677
12434,115673507
11337,96277366
6071,27394082
8959,60570711
9899,73748441
12629,119370722
8948,59064494
9121,62946873
5601,23509228
14954,167480522
