11342,96804602
9481,68281731
5975,26880464
8655,56206066
9495,67723873
6787,34961514
11937,106454044
14966,167437520
11467,98474337
7336,40659861
5658,23941789
9827,71955431
5849,25779245
9735,71864983
8135,49730888
12433,115880553
13099,128664894
8890,59473677
12349,113951709
12047,109354571
9896,72116768
10182,77191069
7526,42830114
9143,63204950
11102,93363299
12391,115766532
6342,29725699
13603,139119228
8397,52878418
6634,32933640
11060,91721204
7551,42499297
12769,121691112
12655,119123328
9471,68240317
6532,31787208
11180,94065374
6098,27930803
9499,67699296
9730,71163099
6931,35551188
5670,24163843
12448,116267079
8132,49910912
11874,104445559
11467,98263968
13478,135884996
14633,160082750
12495,117961762
8719,56966580
